cid,filename,width,height,xmin,ymin,xmax,ymax,num_tokens
29725567,500_F_29725567_TWrP4wAqWG6HjwfrYvAgQ6JUw25iTpcm.jpg,500,334,29,30,124,53,2
500_F_186427804_dgSyb3sUpYwGoSMcMzfjls3LzsJo8s0c,500_F_186427804_dgSyb3sUpYwGoSMcMzfjls3LzsJo8s0c.jpg,500,334,43,40,90,60,1
141760235,500_F_141760235_RXtIOwHJzdA4nFYKRC7rePa0Sw648pxQ.jpg,500,334,11,261,383,322,36
20212309,500_F_20212309_enKb6bD79K1mn3YIPqeyMquCsgWGRyBv.jpg,500,334,411,39,456,59,1
117438729,500_F_117438729_DPYzORrrDiDwY9xEVfAmi5m74Ge5NVhQ.jpg,340,500,33,425,200,469,5
191044653,500_F_191044653_wFHSX4SWd9vFgLtVt0LzsmnUFRzTolXb.jpg,500,281,22,21,211,45,5
195152508,500_F_195152508_MGtpGAstxh0xKR3jjRp6MeK7O80yOVCb.jpg,334,500,33,25,110,48,1
85618206,500_F_85618206_j9TV4Vc3og6YSljwDaboVP98TwPkEgoo.jpg,334,500,21,17,310,45,10
219128734,500_F_219128734_EUXcWGOIdw5RlzlTycq8XXpbvgZxmd0r.jpg,334,500,45,35,116,59,1
116976992,500_F_116976992_6YSwmX38hJvciQ7oisnXGmCSabVZPF1L.jpg,500,318,30,24,140,48,2
212417506,500_F_212417506_9TRdPhdwRGibSp1qRyzgjwOjdADPdIlc.jpg,334,500,9,289,121,488,36
210187720,500_F_210187720_IkfWWMc6shmCtkBOLt08jXErpCVHssK0.jpg,500,500,361,48,442,74,1
175271855,500_F_175271855_tM1p7qZDRaOGauFD7y9xOui2TW8j2Btm.jpg,357,500,17,426,214,484,10
24391292,500_F_24391292_tj5GTK7Iiv27Umi0q3a0PCf3cGGgL2C5.jpg,500,334,344,286,467,308,2
201754845,500_F_201754845_1Ts6FgRJ9KjKpLFEZ7Klr8gngJUgmrYd.jpg,500,334,49,43,119,63,1
25684644,500_F_25684644_6cv4LjLAw5d2VlkKIF3PdhhkA07zCzd9.jpg,500,334,313,21,477,70,10
138965799,500_F_138965799_kI7d2RK1v9aELcNlgdYQB6GV9Lipl8eL.jpg,500,369,21,320,204,347,5
100432846,500_F_100432846_P3R0hoS9adxnhCzxgpLFzX1GB9yXLJWa.jpg,500,334,339,29,464,55,3
156922724,500_F_156922724_BhD0QIQMRkqZyzWaajAbisAP31kyiCzk.jpg,500,330,31,27,119,68,5
142780130,500_F_142780130_Ils9p78gBrZqP2eMPYH8MbTxaQHKi9Qr.jpg,375,500,262,29,331,55,1
54193573,500_F_54193573_PMuvPRmmgZB27C2EZ0PJ77fcBdfqe90u.jpg,331,500,45,13,283,55,10
179999536,500_F_179999536_a6PmQYATchQV42Jv9ztduWVbriAz73qY.jpg,500,334,14,14,307,85,36
1658278,500_F_1658278_6kGvaF2C0Wpcm5F24i1gLdIbtYM9oT.jpg,333,500,15,412,313,472,36
92385364,500_F_92385364_5YvfAA1cF4S5Qu3TnlRvi62E26wPJURF.jpg,500,500,384,47,440,68,1
86552165,500_F_86552165_0rtgkUAqeyyr4gXJwact8umJozIRh1kY.jpg,500,331,333,39,459,60,3
121186435,500_F_121186435_ecZqIl27MfLzXaCDFF3eKMxNcwJzkMIF.jpg,500,334,49,28,449,53,10
100432846,500_F_100432846_P3R0hoS9adxnhCzxgpLFzX1GB9yXLJWa.jpg,500,334,292,28,466,77,10
79849503,500_F_79849503_VorAjyISqfkN0yofe6jJUcz0mrd122ON.jpg,500,500,380,46,439,68,1
128980013,500_F_128980013_t7QbxmzvzrTp1PSAYRzo2fLbKxIPheIR.jpg,334,500,39,35,165,62,2
75537701,500_F_75537701_ovq2R8tqm9ojztcbNONMayevXBXqb4tF.jpg,500,191,36,42,149,81,5
197359181,500_F_197359181_WwFBh1RjMp8IE7GMszDIrBuUCs5LHXcd.jpg,500,334,28,27,231,52,5
203708430,500_F_203708430_DUTrBQuUyF8Nw3VWNzdEXjQ5FKDInUDr.jpg,500,357,238,20,475,107,36
28381711,500_F_28381711_W1tnD49I2otX2O6DPigKvIwbkwnBsDEE.jpg,334,500,17,19,316,83,36
203174646,500_F_203174646_tnnAhVBfuBhMX3R0ivtakphAcp6mml5V.jpg,500,334,235,22,473,87,36
25594442,500_F_25594442_2YiuNA6JmNByJhPykga5D6mTstpBbxxU.jpg,326,500,27,451,240,475,5
114456944,500_F_114456944_ej92Ga1JTdO5vMeyzRBqtqT0R6bvHiRl.jpg,500,334,22,24,234,65,10
20660639,500_F_20660639_byWTVs1skoE3zRrh6y3FrCEIKB5pHgAi.jpg,500,334,243,42,457,85,10
120443504,500_F_120443504_TbfA9mrEu89UM3WoJspiB47bD4QCJrod.jpg,334,500,49,46,210,78,3
55425459,500_F_55425459_os8B9PxTH9rhF4TFbgfXhB4wm8gjdpBI.jpg,372,500,101,411,335,465,10
211643777,500_F_211643777_WNeBxLQUHZAnMqA61yq45eZJj5rTm0l8.jpg,500,287,38,33,181,61,3
176693184,500_F_176693184_K0xVUYM02VSKX6Z1XTND2iok7dvPjE4u.jpg,500,334,359,22,478,46,2
176205352,500_F_176205352_qQ9jUWlheu0v3hFdNtNGEbVYlQm57Tto.jpg,500,334,400,27,459,49,1
500_F_58737519_ub1PFdFmsYXnh59Lh6ts3dreFmm6lJ8V,500_F_58737519_ub1PFdFmsYXnh59Lh6ts3dreFmm6lJ8V.jpg,500,334,36,27,150,51,2
144141395,500_F_144141395_M9IjUUEeKD7BxUE9TeL46LxexFSb0GKC.jpg,500,333,40,36,100,60,1
2531784,500_F_2531784_ynCWLRFiWGspwXLuePsCVb4kUocn7a.jpg,500,237,291,38,461,98,36
119679742,500_F_119679742_kJjY03UNSQxQb3anUM5GRlzcaT4bzcBa.jpg,334,500,27,430,208,473,5
141672431,500_F_141672431_Oa0mTGyJIgOMaeeRnZLJyUZ0yjoT0uCE.jpg,500,375,38,307,195,343,5
84768766,500_F_84768766_hVZKFJXofzdTnZuMLiCghm9l71kLCQSj.jpg,334,500,15,455,128,481,2
79624723,500_F_79624723_FBHDS6BfpXlEC8Uq5GTG10Whn3uBiJwn.jpg,500,334,33,34,176,69,5
106912401,500_F_106912401_XB6afT0o9Fo6BcEsp5LBapmihzMe3giQ.jpg,500,334,303,27,442,63,5
122476373,500_F_122476373_uYxJYnH05HhyDkdiELOuMnipIjPZVeZF.jpg,500,334,35,27,192,53,3
184788185,500_F_184788185_Iak6isbjB7AUNVdsz3gYw5KGrso86ARE.jpg,500,375,414,21,473,45,1
187040484,500_F_187040484_13kJhe74D9wV3bqjxNPmohCJq9kK8ag0.jpg,334,500,127,418,302,472,10
178958504,500_F_178958504_64AHf1TIKcaf0oOHTDtzvTNWEl2E4eR1.jpg,334,500,168,25,303,73,10
40817167,500_F_40817167_N0aLK98MitQKE54aXw8AOgu9e0VkOLfb.jpg,500,334,280,30,467,55,5
76161535,500_F_76161535_KyeIVkyQhqaJZwxC9cn62RrVGsceBKvM.jpg,500,300,31,26,312,96,36
125323907,500_F_125323907_YSyGD8cK1xHfYFkIm7rJtMYB8ambTOBr.jpg,500,334,322,18,478,45,3
125964638,500_F_125964638_dulwZM2VW7UTAXWBZRih30HZI27UgzE9.jpg,500,335,29,20,178,41,3
1701553,500_F_1701553_cNFl8sOum9X3InpCDjbzrEkGHJKpi5.jpg,500,334,330,31,468,68,10
176693184,500_F_176693184_K0xVUYM02VSKX6Z1XTND2iok7dvPjE4u.jpg,500,334,319,16,484,63,10
70168082,500_F_70168082_DVhjKtDpnlpvXFOSchnSHLpmECEBopLs.jpg,500,401,277,10,486,93,36
55908007,500_F_55908007_sjRkfnPJrVIbsiOIDcPbJ6CB7bdv5RJn.jpg,500,334,18,280,232,319,10
119679742,500_F_119679742_kJjY03UNSQxQb3anUM5GRlzcaT4bzcBa.jpg,334,500,17,457,135,483,2
46832882,500_F_46832882_UTO78P3Yu0f9tMzzFM8RkAS5LXuC0t2K.jpg,279,500,190,11,265,132,10
212705898,500_F_212705898_uPKtzTwj1KsBsHJ5zES097Wu4M16Mc96.jpg,500,500,287,41,456,83,5
111926115,500_F_111926115_jfckThvIthainG42eH7tAUV52BA5Cv3l.jpg,500,204,26,22,131,44,2
96475564,500_F_96475564_CdkFdcbvETTJNQFhGjmFaEwd46fSjdwl.jpg,500,334,324,23,471,84,10
87427294,500_F_87427294_OIRY5TIXRshKwxpAKOCqG2oXpbA4WNjk.jpg,500,336,22,21,162,76,10
165430376,500_F_165430376_RGuCzUq82wesUIRSJVaf5Y2YUREs5uMN.jpg,375,500,197,19,350,47,3
59439720,500_F_59439720_H6l2Z80ySNkQdM6rRHm36VykPyDQY76g.jpg,334,500,14,13,181,59,10
48810186,500_F_48810186_kvMbc79OWhJAwfeb5IwMc0McSJArtrGU.jpg,334,500,213,426,271,450,1
132741839,500_F_132741839_u7qyQxHDGTxU0OoyBYXAy78qSqnpx06h.jpg,500,334,28,31,74,50,1
172864008,500_F_172864008_0Rw8EyVzClmEmJNAWzlAnwDDwGjQR1eH.jpg,500,334,30,29,236,104,36
33532791,500_F_33532791_WCcOD3xjkFtFUf8qt8fn2CpZNmonxqTK.jpg,500,334,30,34,159,60,3
193709263,500_F_193709263_00lHI7lv1uUBhxdsVbcu1px8LGVrjkZZ.jpg,334,500,42,45,161,76,2
79748432,500_F_79748432_HggZG3mVafXp96w2Z3avmaz7IBpMA3oI.jpg,500,334,36,34,136,55,2
109084266,500_F_109084266_p9QYDskGoHLrk6gXm3P52guRSJtZn6bT.jpg,500,334,7,270,396,324,36
144141395,500_F_144141395_M9IjUUEeKD7BxUE9TeL46LxexFSb0GKC.jpg,500,333,42,40,185,76,10
186636341,500_F_186636341_WzVT9fcdvgncA39sQeoA3kpbkkM7qvAC.jpg,500,333,285,268,477,313,10
92800998,500_F_92800998_uwVmAZ0ZuBKo3qkOa9L0qqXGRusl6oXr.jpg,500,334,390,44,446,62,1
129981728,500_F_129981728_arBojqebiLv1MWseuwXytdfDQ3WUVXRw.jpg,334,500,27,21,147,45,2
126774362,500_F_126774362_mRLhKubPp8ZeaVn5tbVKT0SW0wT0jUOL.jpg,500,334,29,22,155,75,10
99936292,500_F_99936292_DXResFr6vnfo2dvArKuClZpCsnYSaCAd.jpg,334,500,24,451,179,480,3
177758118,500_F_177758118_pUoqW7WAAliUIOjZx7ljLhrgLqzzCLJr.jpg,500,334,27,284,122,309,2
24391292,500_F_24391292_tj5GTK7Iiv27Umi0q3a0PCf3cGGgL2C5.jpg,500,334,283,237,478,308,36
33532791,500_F_33532791_WCcOD3xjkFtFUf8qt8fn2CpZNmonxqTK.jpg,500,334,9,9,196,127,36
152377554,500_F_152377554_QsUwNTvJ9D6CEA3vXEs9ggtF7EsDvxiC.jpg,500,334,22,296,68,314,1
9606665,500_F_9606665_PZ753SqX0o1QhAaRtRsAkkUo76VLOmhe.jpg,500,334,417,29,461,48,1
84768766,500_F_84768766_hVZKFJXofzdTnZuMLiCghm9l71kLCQSj.jpg,334,500,260,451,310,473,1
500_F_76035055_8IEe5CTFDTDxEiyMvH4Ks3rXYmeKDDbB,500_F_76035055_8IEe5CTFDTDxEiyMvH4Ks3rXYmeKDDbB.jpg,500,334,22,22,317,87,36
108415671,500_F_108415671_lRtTpNTKBEbpQ08VminfXG8FSFy4vc5W.jpg,500,334,27,26,190,62,10
8975093,500_F_8975093_0P1pUUVWr0BM0I75wGNgKqIH8Ju1lvPc.jpg,500,334,34,34,132,73,5
126565036,500_F_126565036_zeyYI4mDoTBqpGgK0bKQhY3OMloWTp3I.jpg,333,500,18,454,240,490,10
109724827,500_F_109724827_9vJReO7UYPmlwxwL8vzwrkXJwqTrj9Ji.jpg,500,263,349,18,481,41,3
36875078,500_F_36875078_A23eds92q1SgOgRddAD8osLIFrlev0Sw.jpg,500,333,46,43,174,87,5
118560459,500_F_118560459_XGYaxS4jlByKAostbMPQFsI7BUzDDsgb.jpg,500,334,386,276,457,300,1
81882994,500_F_81882994_FqaqZEXyJWD3Iv05erhRhIqRl44pceqh.jpg,500,334,74,28,189,51,3
135929397,500_F_135929397_XESAowXWwzmGotCo3YPCJbea8gkM2tjQ.jpg,500,334,28,280,167,305,3
85162032,500_F_85162032_UCUxQjB1oX7MapsAWHGGTzyyJ47d5VXP.jpg,500,333,379,261,447,288,1
50523353,500_F_50523353_5l440SQpqLbx52D4fFOgZfqfi0zy1Efw.jpg,500,334,19,235,294,314,36
186479247,500_F_186479247_G3LPSHcKxkluydSqMiML3fBcMN160Vw7.jpg,500,334,26,28,314,89,36
195301946,500_F_195301946_YOzfrcady6NHwsZouVVZHBrTTNN1Qofp.jpg,500,325,360,28,462,47,2
114458609,500_F_114458609_mm2ZpL9yBHRYD7es6b8fgEWyeWoKZFjC.jpg,500,334,332,28,467,60,5
112878887,500_F_112878887_PkF8X0iJ5YzJwDr8Zj9Vp57sm9kFJ2fZ.jpg,500,334,330,36,464,60,3
138324672,500_F_138324672_DvyIYXb6i3Znqg2R3pRrt7i8RTCTocWr.jpg,334,500,167,36,294,58,3
182651615,500_F_182651615_ocFrD6P3a8BdIfAIKxw8r20GVmzPZrRD.jpg,500,334,20,18,145,77,10
143597388,500_F_143597388_YTebv5fYFbGliCoiPbAsRF80uLqYtIoH.jpg,500,334,214,26,468,104,36
2278939,500_F_2278939_MXYQRxhZaxLrayqi6yLrkcV1OGmfX3.jpg,500,334,56,39,115,60,1
55908007,500_F_55908007_sjRkfnPJrVIbsiOIDcPbJ6CB7bdv5RJn.jpg,500,334,247,20,479,97,36
36962989,500_F_36962989_7V9KCCjt6aySevLthaRTEsNpMvdmNSmL.jpg,500,405,241,38,424,63,5
29725567,500_F_29725567_TWrP4wAqWG6HjwfrYvAgQ6JUw25iTpcm.jpg,500,334,13,17,132,215,36
174967485,500_F_174967485_vupuHFrKYZQGQTzXXkyyY4cM7TsrHtN2.jpg,500,375,398,52,445,70,1
179997914,500_F_179997914_PKx8qeXSIF3bWDLBGqbtSRYnG1eXfyCv.jpg,500,332,364,31,464,54,2
218004623,500_F_218004623_aGRrfSRrica1nO5tP60IlHcTHhU5zhyP.jpg,500,375,19,18,168,70,10
63243468,500_F_63243468_v4QUQzqskdx2dW01og7reN6HfQijbPpN.jpg,500,332,317,30,482,86,10
58082930,500_F_58082930_aW1bg5EDhT7OLcXIfWDOArRxdCVsnGJD.jpg,500,334,361,20,475,45,2
190972370,500_F_190972370_k6brtB4xW33ViK7MRtkZyRvtQ7l0TMc3.jpg,500,295,332,16,483,40,3
30270931,500_F_30270931_2Eg1rr1MjR0HznVecmOPR2FEczHfdI3W.jpg,363,500,197,29,332,94,10
27143962,500_F_27143962_bTRmGKuruGzbCAVRmccSNVvrQURNMYmo.jpg,334,500,209,39,287,65,1
2084944,500_F_2084944_ZesXq0eohMeJ7H45k34jWK8IakPCVo.jpg,500,335,45,15,454,74,36
125303695,500_F_125303695_cRQJyrJnpMBiAkadxjwXimCz5O555lWX.jpg,500,282,40,36,202,81,10
58082930,500_F_58082930_aW1bg5EDhT7OLcXIfWDOArRxdCVsnGJD.jpg,500,334,275,15,480,89,36
5236963,500_F_5236963_eYFHqbwRA7HOoZibsZrCDQ5nsON2sukN.jpg,375,500,24,16,141,64,5
139130360,500_F_139130360_VY6LIPbXvdBBm6wRn8q1BMmlYhHbbDzx.jpg,500,334,16,15,150,41,3
69159133,500_F_69159133_tIBTGYnVdF2ByzxJGZQp1MHYMYQwg9PQ.jpg,500,334,15,14,275,86,36
42622300,500_F_42622300_Can96yT0pYSB0qLztCy8HIEbEFneleCn.jpg,334,500,15,14,116,34,2
142539833,500_F_142539833_mIXvNXWcEYyKVFemmVAR0iwHcA1eZw7B.jpg,500,334,23,23,354,104,36
160137456,500_F_160137456_SOnBI4Qkm5ehiUJdYqEQl7kDdtSJQQai.jpg,375,500,15,15,191,46,3
150037476,500_F_150037476_umQ3Iyu57Sf4iYZWKnWtBSDkKXnhca8N.jpg,500,334,314,253,470,301,5
897012,500_F_897012_JGiIB3dsyLDxKhIJLiaxYZ5XuIJg3I.jpg,363,500,181,29,325,56,3
193709263,500_F_193709263_00lHI7lv1uUBhxdsVbcu1px8LGVrjkZZ.jpg,334,500,61,29,262,53,5
69995885,500_F_69995885_dbn5IGYNMQq05slbL0582gPMzpjpmxVF.jpg,500,334,38,34,144,56,2
175469321,500_F_175469321_pn7z8MPUiS6A116yDlEAXF9iMEA8NYP3.jpg,500,334,365,30,459,54,2
78470127,500_F_78470127_hCsyJZ8FBaz6RSzy3qCqlcG4fGZIIE5q.jpg,500,359,367,22,471,41,3
212141736,500_F_212141736_8U3cAkHaxUp5Um0P1dMmpWPW2OXfQudP.jpg,500,358,38,33,101,53,1
221160106,500_F_221160106_AS8W0X3vhBJI5jr94JnXyo0pZNxN3X43.jpg,500,334,40,33,98,57,1
183968175,500_F_183968175_amcOkFSk2y5LChk70W7lWqtXeD5AYz0y.jpg,500,334,376,20,473,39,2
163296416,500_F_163296416_PZdD39vRdvXE5NIZNJZVdf1D5GYkfYqu.jpg,500,404,28,317,304,383,36
157143205,500_F_157143205_evW36JpeMXXnkCrMxA8xahqQIcB7E6Ai.jpg,500,333,305,19,479,42,5
170473943,500_F_170473943_t2RCPiAPRRiOH4BFiXzK5H0OpyZ1YLXI.jpg,500,500,16,424,241,482,10
168555831,500_F_168555831_sm1Dmj0dZcIO04nEAJiODvWUr7UfbntJ.jpg,500,334,245,30,471,75,10
15044023,500_F_15044023_0sw8ncW1VffRvgDj45akVKEfJ3Sz0P6r.jpg,500,320,46,41,99,58,1
79765479,500_F_79765479_trU6lPk31YtstNBqzgRzhIWnYO4nOVJ7.jpg,500,334,27,27,202,67,10
117754018,500_F_117754018_liOApt9sAbiKCbe2h0ed9yF9bgP4ndVO.jpg,500,334,46,48,135,69,2
69480789,500_F_69480789_ythD4XGYCDZQLD8OGZfvY3EylC8qrK7g.jpg,500,450,191,21,478,93,36
46832882,500_F_46832882_UTO78P3Yu0f9tMzzFM8RkAS5LXuC0t2K.jpg,279,500,23,29,81,49,1
171164288,500_F_171164288_Apx8e3h3nFFHvKc5QVZdY4UiMbJCRItR.jpg,500,334,262,214,474,311,36
124764711,500_F_124764711_Veky5lbvwVvZ7MvzWXPNsdcT9s7Vnmq9.jpg,500,356,402,42,451,57,1
103232231,500_F_103232231_p2GJjqnG5VPtPlnPBTiD1qKRo7ISRHC7.jpg,500,424,44,38,150,57,2
19113643,500_F_19113643_QmcDWSt3Q9tBLw5whtOGSvmEiSYRjZ50.jpg,500,334,354,33,462,72,5
38550534,500_F_38550534_8VArIDHCnuh8E8je08XTIRahTWeOOuYN.jpg,335,500,24,11,309,41,10
70106668,500_F_70106668_BJMNgT44jjLtwmcEvv8z6xxX7VGqpsNq.jpg,500,332,34,262,188,301,5
158223209,500_F_158223209_o3suxiqH3loDlnmHTixiNSRicLdYzQud.jpg,500,331,32,278,139,300,2
33081258,500_F_33081258_lfJX8AXve0PDyykqXCzCkjDw0DNQq9aR.jpg,334,500,166,12,320,58,5
219845372,500_F_219845372_WmEyPnb1AGVV8unL6DmugLlH6GfGgYy3.jpg,375,500,19,16,213,62,10
185329732,500_F_185329732_IPntThzrmKZJKmHh7DUll1uySu9BRmvZ.jpg,500,334,37,34,200,88,10
82112033,500_F_82112033_KwljL8z7FZqNevcIJYx2EG76d0YWzRU9.jpg,500,334,80,15,401,75,36
172735174,500_F_172735174_wnP8It62hKFZMaomOUgnKwliyoQoiAnV.jpg,500,282,318,9,488,95,36
39521121,500_F_39521121_b6jbaRgzCdWRm7S7ol21Hs5ciY7CkoIC.jpg,500,334,286,37,451,85,10
27375132,500_F_27375132_L3BDq3lInpQ39hza53mwTft4ZAqZ9jKK.jpg,335,500,31,15,307,44,10
196835061,500_F_196835061_TsNRxil5dgduZZNYhxHpWpH78P9A3r6N.jpg,500,334,299,290,471,309,5
105036106,500_F_105036106_AmikOehSL0rNLNWd93kVVuNroyyAYOjY.jpg,500,334,311,52,443,73,3
201679024,500_F_201679024_qFpoFCDcklonu3nsmf0vWgBJC3wtroVY.jpg,334,500,32,450,106,469,1
1485757,500_F_1485757_1tmnaFPisfKMWoy89JbGvEs2hrWpzd.jpg,314,500,196,13,300,64,5
61212633,500_F_61212633_dXVJzrcF2drrIYRjOZIWI5uagogtQATt.jpg,500,355,367,32,465,54,2
126568117,500_F_126568117_6c1lwbXzhpdL7kgKNkiU5dQY2ZdpVr4R.jpg,500,336,33,33,124,51,2
201613167,500_F_201613167_L7nN4Od8DN4xgf3dAZ8n8IIabwiRUVOf.jpg,334,500,70,457,260,477,5
75526861,500_F_75526861_G5cRZLcyhVWqkMUOZdYOA8v4EWUNk29r.jpg,500,400,67,317,423,375,36
55805172,500_F_55805172_Y8ntSRcleiHxH1980cZCAfUhUCcYS8Rr.jpg,500,331,368,278,476,307,5
173917707,500_F_173917707_kmgtVytfJjNZQJublmU32KefBRP5MEyx.jpg,500,334,35,34,158,55,3
184567481,500_F_184567481_cLl643wYpLIJZZ9dntiyExILmg8L8RQb.jpg,500,334,23,22,147,44,3
215297127,500_F_215297127_h5t0aTcMIhc34rtC0MH5pAdpDY6hXLB5.jpg,334,500,197,305,317,478,36
13829594,500_F_13829594_PyEjWU070XPo7RCony9oi14UEi5LEr1T.jpg,500,334,374,19,472,64,5
104255689,500_F_104255689_zawsJraoK4CxA9qssfefdvZckk6PVodL.jpg,500,334,329,27,471,46,5
82689864,500_F_82689864_Y46gf4k5eiXO9ocZunQsY4QuG4zXFWce.jpg,391,500,197,445,366,475,5
2056358,500_F_2056358_NoPvIJ7VOlwog4wJLrEFlHng3vIJpi.jpg,364,500,36,32,159,78,5
51219096,500_F_51219096_xvA36oqyra4M4hZ1yFRi0E0zaMq1Z8vM.jpg,500,334,36,28,203,69,10
222667114,500_F_222667114_y27J3SPItkTGqyAuMhg0NYQGJX3yuDqi.jpg,500,334,50,48,134,67,2
220865477,500_F_220865477_ZCBOWolLchlWgDO77CY1DajG5GkFC1cb.jpg,334,500,49,407,197,453,10
183726554,500_F_183726554_stUalpWZD18pAhM7D1DxPT01bEnKiGTQ.jpg,500,334,379,28,468,45,2
95635483,500_F_95635483_fZHlZVOEVBQiZ3ZoSlEsHYxwOi8NJ2xo.jpg,500,300,419,29,463,44,1
123706853,500_F_123706853_wPdMY2gI5LYEPbeJhvJCgpCYZofIBKgx.jpg,500,343,34,33,173,56,3
37543745,500_F_37543745_c5JNSwyq1ADJ0R0O08kPK356n30fAcxc.jpg,306,500,122,13,289,43,5
52050976,500_F_52050976_OS14TskO2Hv9i8SN8lnSABVfmHYHhl9v.jpg,332,500,41,37,99,59,1
1063052,500_F_1063052_le1GmeWYDEkcU9OumnAg4wJTzNk7U0.jpg,500,375,20,24,148,47,3
186122914,500_F_186122914_CnHiU2JR1hVO68eS08MI4Q99ow31gUAi.jpg,500,334,34,27,126,53,2
138327708,500_F_138327708_JNP6RgpBtKVOX362PEGqoxWHf179b43k.jpg,334,500,16,20,316,72,36
3409702,500_F_3409702_Ujgm18E7MkzEyDaqD64fPIBC5B42z5.jpg,500,310,19,266,167,288,3
108282777,500_F_108282777_1teGFv8HiqAgOk72MYrGQAprCzh5kcEc.jpg,375,500,23,25,352,80,36
133098280,500_F_133098280_lqf46E6sXleImpfbVsGcvUR8sFsreXhG.jpg,332,500,20,417,312,448,10
70344591,500_F_70344591_MfycAC7moPMjOLrpxwxxjH1sdu5eN1Pa.jpg,500,334,348,36,458,57,3
119358907,500_F_119358907_uQGDM7Aa0bTeaKAMVNGDuaOZXhKsp9ta.jpg,334,500,194,22,307,62,5
79765479,500_F_79765479_trU6lPk31YtstNBqzgRzhIWnYO4nOVJ7.jpg,500,334,18,21,201,103,36
121506550,500_F_121506550_TojsTmQswcK01cITbmUypSjEzbPgSDKm.jpg,500,332,368,42,454,63,2
211717069,500_F_211717069_ZeyBymiOUlv0HqRneIMnW9KKbmIrfQq5.jpg,500,334,381,20,475,55,5
500_F_76035055_8IEe5CTFDTDxEiyMvH4Ks3rXYmeKDDbB,500_F_76035055_8IEe5CTFDTDxEiyMvH4Ks3rXYmeKDDbB.jpg,500,334,315,30,459,56,3
91366256,500_F_91366256_FAnRc5HcIcz5FAdjePBCZSgGmQ5ZDEPI.jpg,500,334,28,287,201,308,3
30841507,500_F_30841507_6Y6FVQiAlWhouE4GTxQNJHF6cA3oe1Zb.jpg,500,334,44,32,153,57,2
198616291,500_F_198616291_egiE7tw6Ld63sUI9WlQzcsOGSrcjED2j.jpg,500,334,408,281,473,305,1
195068189,500_F_195068189_3vz0RAL5uJNdZNo3RD93ROcNoRJSSfiL.jpg,500,353,17,17,194,89,36
76976085,500_F_76976085_SOHt8iKUPgM7oKwKxjbXuJuckEBqbNbt.jpg,362,500,111,453,215,477,2
57923028,500_F_57923028_tRFK1J3XI5exCnRwI2WxWtd47S1thvvQ.jpg,324,500,35,33,164,53,3
58944699,500_F_58944699_cj9FOXaGXdQ0J3Uks6yzpsdHPc9u4LbX.jpg,334,500,162,31,301,71,5
77482849,500_F_77482849_T9CtqXV0JdgrbfSWDdSXw5oD7QWyjj03.jpg,500,334,34,36,159,68,5
134203765,500_F_134203765_P5PAqZImtJ7CyftGsc29ssXGB75NEoET.jpg,500,334,36,36,156,66,5
95345800,500_F_95345800_IEAFMv7xsY7xsCZEG93ndGK2jJ0OKyST.jpg,334,500,10,10,195,117,36
500_F_80746147_1RYTREs3bSzA2voY5KkhjJI1RedguC4l,500_F_80746147_1RYTREs3bSzA2voY5KkhjJI1RedguC4l.jpg,334,500,230,447,296,467,1
162169059,500_F_162169059_rBRWHgJJ3Wb5eFWuT1Y9MIwQoXhZVS1D.jpg,406,500,40,36,105,60,1
59439720,500_F_59439720_H6l2Z80ySNkQdM6rRHm36VykPyDQY76g.jpg,334,500,26,27,123,47,2
87489923,500_F_87489923_k2lf0QSgYigGY8X5lRfiaq47IGAiBpml.jpg,500,389,69,358,416,375,10
114098749,500_F_114098749_eSLtXuyVHANN3vxvei0u2wnAZnT8xlzR.jpg,334,500,33,25,99,45,1
500_F_91294250_I5S61K0MH4Sfw56gs3ShnN1PoeYCEzKM,500_F_91294250_I5S61K0MH4Sfw56gs3ShnN1PoeYCEzKM.jpg,500,334,30,24,133,47,2
114458609,500_F_114458609_mm2ZpL9yBHRYD7es6b8fgEWyeWoKZFjC.jpg,500,334,328,26,471,44,3
162169059,500_F_162169059_rBRWHgJJ3Wb5eFWuT1Y9MIwQoXhZVS1D.jpg,406,500,20,22,134,74,5
86235129,500_F_86235129_QD8vuznIcjA9s5Lh80SaJsmapKyaprg6.jpg,500,334,298,291,467,311,5
51219096,500_F_51219096_xvA36oqyra4M4hZ1yFRi0E0zaMq1Z8vM.jpg,500,334,28,32,153,65,5
143238336,500_F_143238336_Q87m3XOZFbj1oRiPJWiXg30drMdwoRD4.jpg,500,334,181,230,309,247,3
87262836,500_F_87262836_dR73EPGh9gW50LUkJVeEvjAYIt82lD1F.jpg,500,334,34,258,235,301,10
92385364,500_F_92385364_5YvfAA1cF4S5Qu3TnlRvi62E26wPJURF.jpg,500,500,247,9,487,98,36
30270931,500_F_30270931_2Eg1rr1MjR0HznVecmOPR2FEczHfdI3W.jpg,363,500,248,43,304,63,1
214163721,500_F_214163721_DqFGrukBPb5GFYYMfcLhOf6GSIXPCftG.jpg,500,334,303,19,470,75,10
190195119,500_F_190195119_ndNdXj9TVH2V1WIiawl9vyKRoLTYEqPr.jpg,500,334,275,23,470,51,5
143238336,500_F_143238336_Q87m3XOZFbj1oRiPJWiXg30drMdwoRD4.jpg,500,334,133,227,345,251,5
81914648,500_F_81914648_I6Cdo5hHlnm3LbWtgvqElWeYg0vhXIsf.jpg,334,500,22,21,128,47,2
